"nom_cabina","qualitat_aire","codi_dtes","zqa","codi_eoi","longitud","latitud","hora_o3","qualitat_o3","valor_o3","hora_no2","qualitat_no2","valor_no2","hora_pm10","qualitat_pm10","valor_pm10","generat","dateTime"
"Barcelona - Vall Hebron","Regular","IN","01","08019054",2.148,41.4261,"12h","--","--","14h","Regular","106 µg/m³","14h","Bona","12 µg/m³","25/01/2019 15:00",1548425101
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"14h","Bona","31 µg/m³","14h","Bona","62 µg/m³","14h","Bona","15 µg/m³","25/01/2019 15:00",1548425101
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"14h","Bona","86 µg/m³","14h","Bona","23 µg/m³","25/01/2019 15:00",1548425101
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"13h","Bona","48 µg/m³","13h","Bona","45 µg/m³","14h","Bona","8 µg/m³","25/01/2019 15:00",1548425101
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"15h","Bona","73 µg/m³",NA,NA,NA,"25/01/2019 16:00",1548428701
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"13h","Bona","18 µg/m³","13h","Bona","88 µg/m³","15h","Bona","29 µg/m³","25/01/2019 16:00",1548428701
"Barcelona - Gràcia","Regular","IJ","01","08019044",2.1534,41.3987,"15h","Bona","8 µg/m³","15h","Regular","100 µg/m³","15h","Bona","28 µg/m³","25/01/2019 16:00",1548428701
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"15h","Bona","34 µg/m³","15h","Bona","43 µg/m³",NA,NA,NA,"25/01/2019 16:00",1548428701
"Barcelona - Vall Hebron","Regular","IN","01","08019054",2.148,41.4261,"15h","Bona","19 µg/m³","15h","Regular","92 µg/m³","15h","Bona","16 µg/m³","25/01/2019 16:00",1548428701
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"15h","Bona","19 µg/m³","15h","Bona","84 µg/m³","15h","Bona","16 µg/m³","25/01/2019 16:00",1548428701
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"15h","Bona","53 µg/m³","15h","Bona","24 µg/m³","25/01/2019 16:00",1548428701
"Barcelona - Observ Fabra","Regular","OF","01","08019058",2.1239,41.4183,"15h","Bona","21 µg/m³","15h","Regular","97 µg/m³","15h","Bona","11 µg/m³","25/01/2019 16:00",1548428701
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"15h","Bona","73 µg/m³",NA,NA,NA,"25/01/2019 17:00",1548432302
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"15h","--","--","15h","--","--","17h","Bona","30 µg/m³","25/01/2019 17:00",1548432302
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"16h","Bona","17 µg/m³","16h","Bona","70 µg/m³","16h","Bona","29 µg/m³","25/01/2019 17:00",1548432302
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"16h","Bona","54 µg/m³","16h","Bona","21 µg/m³",NA,NA,NA,"25/01/2019 17:00",1548432302
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"16h","Bona","24 µg/m³","16h","Bona","68 µg/m³","16h","Bona","17 µg/m³","25/01/2019 17:00",1548432302
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"16h","Bona","29 µg/m³","16h","Bona","52 µg/m³","16h","Bona","17 µg/m³","25/01/2019 17:00",1548432302
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"16h","Bona","31 µg/m³","16h","Bona","25 µg/m³","25/01/2019 17:00",1548432302
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"16h","Bona","25 µg/m³","16h","Bona","77 µg/m³","16h","Bona","12 µg/m³","25/01/2019 17:00",1548432302
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"15h","Bona","73 µg/m³",NA,NA,NA,"25/01/2019 18:00",1548435902
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"15h","--","--","15h","--","--","17h","Bona","30 µg/m³","25/01/2019 18:00",1548435902
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"17h","Bona","27 µg/m³","17h","Bona","52 µg/m³","17h","Bona","30 µg/m³","25/01/2019 18:00",1548435902
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"17h","Bona","55 µg/m³","17h","Bona","20 µg/m³",NA,NA,NA,"25/01/2019 18:00",1548435902
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"17h","Bona","40 µg/m³","17h","Bona","41 µg/m³","17h","Bona","17 µg/m³","25/01/2019 18:00",1548435902
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"17h","Bona","23 µg/m³","17h","Bona","57 µg/m³","17h","Bona","17 µg/m³","25/01/2019 18:00",1548435902
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"17h","Bona","27 µg/m³","17h","Bona","25 µg/m³","25/01/2019 18:00",1548435902
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"17h","Bona","35 µg/m³","17h","Bona","51 µg/m³","17h","Bona","13 µg/m³","25/01/2019 18:00",1548435902
"Barcelona - Sants","--","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"16h","--","--",NA,NA,NA,"25/01/2019 19:00",1548439501
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"18h","Bona","24 µg/m³","18h","Bona","70 µg/m³","18h","Bona","32 µg/m³","25/01/2019 19:00",1548439501
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"18h","Bona","24 µg/m³","18h","Bona","59 µg/m³","18h","Bona","30 µg/m³","25/01/2019 19:00",1548439501
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"18h","Bona","44 µg/m³","18h","Bona","31 µg/m³",NA,NA,NA,"25/01/2019 19:00",1548439501
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"18h","Bona","39 µg/m³","18h","Bona","43 µg/m³","18h","Bona","17 µg/m³","25/01/2019 19:00",1548439501
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"18h","Bona","19 µg/m³","18h","Bona","63 µg/m³","18h","Bona","18 µg/m³","25/01/2019 19:00",1548439501
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"18h","Bona","29 µg/m³","18h","Bona","24 µg/m³","25/01/2019 19:00",1548439501
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"18h","Bona","42 µg/m³","18h","Bona","44 µg/m³","18h","Bona","13 µg/m³","25/01/2019 19:00",1548439501
"Barcelona - Sants","--","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"17h","--","--",NA,NA,NA,"25/01/2019 20:00",1548443102
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"19h","Bona","10 µg/m³","19h","Bona","88 µg/m³","19h","Bona","33 µg/m³","25/01/2019 20:00",1548443102
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"19h","Bona","13 µg/m³","19h","Bona","79 µg/m³","19h","Bona","30 µg/m³","25/01/2019 20:00",1548443102
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"19h","Bona","36 µg/m³","19h","Bona","40 µg/m³",NA,NA,NA,"25/01/2019 20:00",1548443102
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"19h","Bona","21 µg/m³","19h","Bona","57 µg/m³","20h","Bona","18 µg/m³","25/01/2019 20:00",1548443102
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"19h","Bona","22 µg/m³","19h","Bona","56 µg/m³","19h","Bona","18 µg/m³","25/01/2019 20:00",1548443102
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"19h","Bona","50 µg/m³","19h","Bona","25 µg/m³","25/01/2019 20:00",1548443102
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"19h","Bona","56 µg/m³","19h","Bona","28 µg/m³","19h","Bona","13 µg/m³","25/01/2019 20:00",1548443102
"Barcelona - Sants","--","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"18h","--","--",NA,NA,NA,"25/01/2019 21:00",1548446701
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"19h","Bona","10 µg/m³","19h","Bona","88 µg/m³","20h","Bona","34 µg/m³","25/01/2019 21:00",1548446701
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"19h","Bona","13 µg/m³","19h","Bona","79 µg/m³","20h","Bona","30 µg/m³","25/01/2019 21:00",1548446701
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"20h","Bona","18 µg/m³","20h","Bona","64 µg/m³",NA,NA,NA,"25/01/2019 21:00",1548446701
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"20h","Bona","5 µg/m³","20h","Bona","78 µg/m³","20h","Bona","18 µg/m³","25/01/2019 21:00",1548446701
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"20h","Bona","8 µg/m³","20h","Bona","74 µg/m³","20h","Bona","18 µg/m³","25/01/2019 21:00",1548446701
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"20h","Bona","79 µg/m³","20h","Bona","25 µg/m³","25/01/2019 21:00",1548446701
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"20h","Bona","54 µg/m³","20h","Bona","31 µg/m³","20h","Bona","13 µg/m³","25/01/2019 21:00",1548446701
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"21h","Bona","89 µg/m³",NA,NA,NA,"25/01/2019 22:00",1548450302
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"19h","Bona","10 µg/m³","19h","Bona","88 µg/m³","21h","Bona","34 µg/m³","25/01/2019 22:00",1548450302
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"19h","Bona","13 µg/m³","19h","Bona","79 µg/m³","21h","Bona","31 µg/m³","25/01/2019 22:00",1548450302
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"21h","Bona","2 µg/m³","21h","Bona","88 µg/m³",NA,NA,NA,"25/01/2019 22:00",1548450302
"Barcelona - Vall Hebron","Regular","IN","01","08019054",2.148,41.4261,"21h","Bona","2 µg/m³","21h","Regular","95 µg/m³","21h","Bona","19 µg/m³","25/01/2019 22:00",1548450302
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"21h","Bona","2 µg/m³","21h","Bona","83 µg/m³","21h","Bona","18 µg/m³","25/01/2019 22:00",1548450302
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"21h","Bona","90 µg/m³","21h","Bona","26 µg/m³","25/01/2019 22:00",1548450302
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"21h","Bona","71 µg/m³","21h","Bona","18 µg/m³","21h","Bona","13 µg/m³","25/01/2019 22:00",1548450302
"Barcelona - Sants","Regular","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"22h","Regular","101 µg/m³",NA,NA,NA,"25/01/2019 23:00",1548453901
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"20h","--","--","20h","--","--","22h","Bona","35 µg/m³","25/01/2019 23:00",1548453901
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"20h","--","--","20h","--","--","22h","Bona","32 µg/m³","25/01/2019 23:00",1548453901
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"22h","Bona","2 µg/m³","22h","Bona","86 µg/m³",NA,NA,NA,"25/01/2019 23:00",1548453901
"Barcelona - Vall Hebron","Regular","IN","01","08019054",2.148,41.4261,"22h","Bona","4 µg/m³","22h","Regular","93 µg/m³","22h","Bona","20 µg/m³","25/01/2019 23:00",1548453901
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"22h","Bona","1 µg/m³","22h","Bona","85 µg/m³","22h","Bona","19 µg/m³","25/01/2019 23:00",1548453901
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"22h","Bona","89 µg/m³","22h","Bona","27 µg/m³","25/01/2019 23:00",1548453901
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"22h","Bona","77 µg/m³","22h","Bona","11 µg/m³","22h","Bona","13 µg/m³","25/01/2019 23:00",1548453901
"Barcelona - Sants","Regular","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"23h","Regular","113 µg/m³",NA,NA,NA,"26/01/2019 0:00",1548457502
"Barcelona - Eixample","Regular","IH","01","08019043",2.1538,41.3853,NA,NA,NA,NA,NA,NA,"23h","Regular","37 µg/m³","26/01/2019 0:00",1548457502
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,NA,NA,NA,NA,NA,NA,"23h","Bona","33 µg/m³","26/01/2019 0:00",1548457502
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"23h","Bona","2 µg/m³","23h","Bona","82 µg/m³",NA,NA,NA,"26/01/2019 0:00",1548457502
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"23h","Bona","3 µg/m³","23h","Bona","90 µg/m³","23h","Bona","21 µg/m³","26/01/2019 0:00",1548457502
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"23h","Bona","1 µg/m³","23h","Bona","77 µg/m³","23h","Bona","19 µg/m³","26/01/2019 0:00",1548457502
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"23h","Bona","85 µg/m³","23h","Bona","28 µg/m³","26/01/2019 0:00",1548457502
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"23h","Bona","74 µg/m³","23h","Bona","12 µg/m³","23h","Bona","13 µg/m³","26/01/2019 0:00",1548457502
"Barcelona - Sants","Regular","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"0h","Regular","111 µg/m³",NA,NA,NA,"26/01/2019 1:00",1548461101
"Barcelona - Eixample","Regular","IH","01","08019043",2.1538,41.3853,"0h","Bona","3 µg/m³","0h","Regular","111 µg/m³","0h","Regular","39 µg/m³","26/01/2019 1:00",1548461101
"Barcelona - Gràcia","Regular","IJ","01","08019044",2.1534,41.3987,"0h","Bona","2 µg/m³","0h","Regular","101 µg/m³","0h","Bona","33 µg/m³","26/01/2019 1:00",1548461101
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"0h","Bona","2 µg/m³","0h","Bona","83 µg/m³",NA,NA,NA,"26/01/2019 1:00",1548461101
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"0h","Bona","5 µg/m³","0h","Bona","78 µg/m³","0h","Bona","22 µg/m³","26/01/2019 1:00",1548461101
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"0h","Bona","1 µg/m³","0h","Bona","73 µg/m³","0h","Bona","20 µg/m³","26/01/2019 1:00",1548461101
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"0h","Bona","82 µg/m³","0h","Bona","30 µg/m³","26/01/2019 1:00",1548461101
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"0h","Bona","65 µg/m³","0h","Bona","15 µg/m³","0h","Bona","13 µg/m³","26/01/2019 1:00",1548461101
"Barcelona - Sants","Regular","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"1h","Regular","97 µg/m³",NA,NA,NA,"26/01/2019 2:00",1548464702
"Barcelona - Eixample","Regular","IH","01","08019043",2.1538,41.3853,"1h","Bona","3 µg/m³","1h","Regular","101 µg/m³","1h","Regular","41 µg/m³","26/01/2019 2:00",1548464702
"Barcelona - Gràcia","Regular","IJ","01","08019044",2.1534,41.3987,"1h","Bona","2 µg/m³","1h","Regular","95 µg/m³","1h","Bona","34 µg/m³","26/01/2019 2:00",1548464702
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"1h","Bona","2 µg/m³","1h","Bona","73 µg/m³",NA,NA,NA,"26/01/2019 2:00",1548464702
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"1h","Bona","3 µg/m³","1h","Bona","78 µg/m³","1h","Bona","22 µg/m³","26/01/2019 2:00",1548464702
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"1h","Bona","1 µg/m³","1h","Bona","71 µg/m³","1h","Bona","20 µg/m³","26/01/2019 2:00",1548464702
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"1h","Bona","77 µg/m³","2h","Bona","33 µg/m³","26/01/2019 2:00",1548464702
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"1h","Bona","51 µg/m³","1h","Bona","19 µg/m³","1h","Bona","14 µg/m³","26/01/2019 2:00",1548464702
"Barcelona - Sants","Regular","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"2h","Regular","92 µg/m³",NA,NA,NA,"26/01/2019 3:00",1548468302
"Barcelona - Eixample","Regular","IH","01","08019043",2.1538,41.3853,"2h","Bona","3 µg/m³","2h","Regular","97 µg/m³","2h","Regular","42 µg/m³","26/01/2019 3:00",1548468302
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"2h","Bona","1 µg/m³","2h","Bona","91 µg/m³","2h","Bona","35 µg/m³","26/01/2019 3:00",1548468302
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"2h","Bona","2 µg/m³","2h","Bona","70 µg/m³",NA,NA,NA,"26/01/2019 3:00",1548468302
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"2h","Bona","8 µg/m³","2h","Bona","67 µg/m³","2h","Bona","23 µg/m³","26/01/2019 3:00",1548468302
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"2h","Bona","1 µg/m³","2h","Bona","69 µg/m³","2h","Bona","21 µg/m³","26/01/2019 3:00",1548468302
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"2h","Bona","70 µg/m³","2h","Bona","33 µg/m³","26/01/2019 3:00",1548468302
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"2h","Bona","62 µg/m³","2h","Bona","9 µg/m³","2h","Bona","14 µg/m³","26/01/2019 3:00",1548468302
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"3h","Bona","72 µg/m³",NA,NA,NA,"26/01/2019 4:00",1548471902
"Barcelona - Eixample","Regular","IH","01","08019043",2.1538,41.3853,"3h","Bona","3 µg/m³","3h","Bona","84 µg/m³","3h","Regular","44 µg/m³","26/01/2019 4:00",1548471902
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"3h","Bona","1 µg/m³","3h","Bona","81 µg/m³","3h","Bona","36 µg/m³","26/01/2019 4:00",1548471902
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"3h","Bona","2 µg/m³","3h","Bona","61 µg/m³",NA,NA,NA,"26/01/2019 4:00",1548471902
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"3h","Bona","46 µg/m³","3h","Bona","19 µg/m³","3h","Bona","23 µg/m³","26/01/2019 4:00",1548471902
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"3h","Bona","6 µg/m³","3h","Bona","56 µg/m³","3h","Bona","21 µg/m³","26/01/2019 4:00",1548471902
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"3h","Bona","63 µg/m³","3h","Bona","34 µg/m³","26/01/2019 4:00",1548471902
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"3h","Bona","67 µg/m³","3h","Bona","6 µg/m³","3h","Bona","14 µg/m³","26/01/2019 4:00",1548471902
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"4h","Bona","38 µg/m³",NA,NA,NA,"26/01/2019 5:00",1548475502
"Barcelona - Eixample","Regular","IH","01","08019043",2.1538,41.3853,"4h","Bona","3 µg/m³","4h","Bona","75 µg/m³","4h","Regular","45 µg/m³","26/01/2019 5:00",1548475502
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"4h","Bona","1 µg/m³","4h","Bona","71 µg/m³","4h","Bona","36 µg/m³","26/01/2019 5:00",1548475502
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"4h","Bona","2 µg/m³","4h","Bona","58 µg/m³",NA,NA,NA,"26/01/2019 5:00",1548475502
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"4h","Bona","32 µg/m³","4h","Bona","30 µg/m³","4h","Bona","23 µg/m³","26/01/2019 5:00",1548475502
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"4h","Bona","2 µg/m³","4h","Bona","58 µg/m³","4h","Bona","21 µg/m³","26/01/2019 5:00",1548475502
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"4h","Bona","56 µg/m³","4h","Bona","35 µg/m³","26/01/2019 5:00",1548475502
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"4h","Bona","66 µg/m³","4h","Bona","4 µg/m³","4h","Bona","14 µg/m³","26/01/2019 5:00",1548475502
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"5h","Bona","19 µg/m³",NA,NA,NA,"26/01/2019 6:00",1548479102
"Barcelona - Eixample","Regular","IH","01","08019043",2.1538,41.3853,"5h","Bona","2 µg/m³","5h","Bona","76 µg/m³","5h","Regular","46 µg/m³","26/01/2019 6:00",1548479102
"Barcelona - Gràcia","Regular","IJ","01","08019044",2.1534,41.3987,"5h","Bona","1 µg/m³","5h","Bona","72 µg/m³","5h","Regular","37 µg/m³","26/01/2019 6:00",1548479102
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"5h","Bona","3 µg/m³","5h","Bona","51 µg/m³",NA,NA,NA,"26/01/2019 6:00",1548479102
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"5h","Bona","52 µg/m³","5h","Bona","9 µg/m³","5h","Bona","23 µg/m³","26/01/2019 6:00",1548479102
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"5h","Bona","21 µg/m³","5h","Bona","31 µg/m³","5h","Bona","21 µg/m³","26/01/2019 6:00",1548479102
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"5h","Bona","53 µg/m³","5h","Bona","35 µg/m³","26/01/2019 6:00",1548479102
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"5h","Bona","65 µg/m³","5h","Bona","4 µg/m³","5h","Bona","14 µg/m³","26/01/2019 6:00",1548479102
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"6h","Bona","39 µg/m³",NA,NA,NA,"26/01/2019 7:00",1548482702
"Barcelona - Eixample","Regular","IH","01","08019043",2.1538,41.3853,"6h","Bona","2 µg/m³","6h","Bona","67 µg/m³","6h","Regular","47 µg/m³","26/01/2019 7:00",1548482702
"Barcelona - Gràcia","Regular","IJ","01","08019044",2.1534,41.3987,"6h","Bona","1 µg/m³","6h","Bona","74 µg/m³","6h","Regular","38 µg/m³","26/01/2019 7:00",1548482702
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"6h","Bona","2 µg/m³","6h","Bona","49 µg/m³",NA,NA,NA,"26/01/2019 7:00",1548482702
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"6h","Bona","48 µg/m³","6h","Bona","11 µg/m³","6h","Bona","23 µg/m³","26/01/2019 7:00",1548482702
